Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
188458,A High Wind in Jamaica,Richard Hughes,"Hughes, Richard",,"=""0940322153""","=""9780940322158""",5,3.76,The New York Review of Books,Paperback,279,1928,1929,2011/07/01,2011/07/01,favorite-list,favorite-list (#8),read,,,,1,0
36795213,"Dodo, a detail of the day",E.F. Benson,"Benson, E.F.",,"=""064956409X""","=""9780649564095""",3,3.16,Trieste Publishing,Paperback,330,2018,1893,2023/12/11,2023/11/21,,,read,,,,1,0
253860,A Thousand Years of Good Prayers,Yiyun Li,"Li, Yiyun",,"=""081297333X""","=""9780812973334""",5,3.93,Random House Trade Paperbacks,Paperback,220,2006,2005,2023/12/01,2023/12/02,favorite-list,favorite-list (#110),read,,,,1,0
40147915,Where Reasons End,Yiyun Li,"Li, Yiyun",,"=""198481737X""","=""9781984817372""",0,3.76,Random House,Hardcover,170,2019,2019,,2023/12/02,to-read,to-read (#1207),to-read,,,,0,0
3575636,The Vagrants,Yiyun Li,"Li, Yiyun",,"=""1400063132""","=""9781400063130""",0,3.89,Random House,Hardcover,352,2009,2009,,2023/12/02,to-read,to-read (#1206),to-read,,,,0,0
18077906,Kinder Than Solitude,Yiyun Li,"Li, Yiyun",,"=""1400068142""","=""9781400068142""",0,3.41,Random House,Hardcover,312,2014,2013,,2023/12/02,to-read,to-read (#1205),to-read,,,,0,0
30211990,"Dear Friend, from My Life I Write to You in Your Life",Yiyun Li,"Li, Yiyun",,"=""0399589090""","=""9780399589096""",0,3.72,Random House,Hardcover,224,2017,2017,,2023/12/02,to-read,to-read (#1204),to-read,,,,0,0
48806210,Must I Go,Yiyun Li,"Li, Yiyun",,"=""0399589120""","=""9780399589126""",0,3.04,Random House,Hardcover,368,2020,2020,,2023/12/02,to-read,to-read (#1203),to-read,,,,0,0
57122905,If You Are Lonely and You Know It (Currency),Yiyun Li,"Li, Yiyun",,"=""1542027373""","=""9781542027373""",0,3.42,Amazon Original Stories,Kindle Edition,24,2021,2021,,2023/12/02,to-read,to-read (#1202),to-read,,,,0,0
65215744,Wednesday's Child: Stories,Yiyun Li,"Li, Yiyun",,"=""0374606374""","=""9780374606374""",0,3.70,"Farrar, Straus and Giroux",Hardcover,256,2023,2023,,2023/12/02,to-read,to-read (#1201),to-read,,,,0,0
35069948,Uncle Paul,Celia Fremlin,"Fremlin, Celia",,"=""0486816214""","=""9780486816210""",0,3.21,Dover Publications,Paperback,208,2017,1959,,2023/10/28,to-read,to-read (#1199),to-read,,,,0,0
7354,The Shipping News,Annie Proulx,"Proulx, Annie",,"=""0743225422""","=""9780743225427""",0,3.88,Scribner,Paperback,337,2002,1993,,2020/07/23,to-read,to-read (#649),to-read,,,,0,0
200805699,The Singularity,Balsam Karam,"Karam, Balsam",Saskia Vogel,"=""1804270814""","=""9781804270813""",0,3.73,Fitzcarraldo Editions,Paperback,184,2024,,,2023/10/28,to-read,to-read (#1200),to-read,,,,0,0
61756922,Beautiful Star,Yukio Mishima,"Mishima, Yukio",Stephen Dodd,"=""""","=""""",0,3.16,Penguin Classics,Paperback,288,2023,1962,,2023/10/28,to-read,to-read (#1198),to-read,,,,0,0
59808605,Strangers to Ourselves: Unsettled Minds and the Stories That Make Us,Rachel Aviv,"Aviv, Rachel",,"=""0374600848""","=""9780374600846""",5,4.10,"Farrar, Straus and Giroux",Hardcover,288,2022,2022,2023/10/28,2023/10/08,favorite-list,favorite-list (#109),read,,,,1,0
8848595,Fatale,Jean-Patrick Manchette,"Manchette, Jean-Patrick","Jean Echenoz, Donald Nicholson-Smith","=""1590173813""","=""9781590173817""",0,3.62,NYRB Classics,Paperback,98,2011,1977,,2023/10/24,to-read,to-read (#1197),to-read,,,,0,0
422945,Stuff Happens,David Hare,"Hare, David",,"=""057122606X""","=""9780571226061""",0,3.76,"Farrar, Straus and Giroux",Paperback,128,2005,2005,,2023/10/24,to-read,to-read (#1196),to-read,,,,0,0
310722,The Slynx,Tatyana Tolstaya,"Tolstaya, Tatyana",Jamey Gambrell,"=""1590171969""","=""9781590171967""",0,3.81,NYRB,Paperback,299,2007,1999,,2023/10/24,to-read,to-read (#1195),to-read,,,,0,0
49584,The Ten Thousand Things,Maria Dermoût,"Dermoût, Maria",Hans Koning,"=""159017013X""","=""9781590170137""",0,3.80,NYRB Classics,Paperback,208,2002,1955,,2023/10/24,to-read,to-read (#1194),to-read,,,,0,0
25909588,The Weight of Things,Marianne Fritz,"Fritz, Marianne",Adrian Nathan West,"=""0989760774""","=""9780989760775""",0,3.82,"Dorothy, a publishing project",Paperback,144,2015,1978,,2023/10/24,to-read,to-read (#1193),to-read,,,,0,0
3715752,Dark Avenues (Oneworld Modern Classics),Ivan Bunin,"Bunin, Ivan",Hugh Aplin,"=""1847490476""","=""9781847490476""",0,4.13,Oneworld Classics,Paperback,350,2008,1943,,2023/10/22,to-read,to-read (#1192),to-read,,,,0,0
43678957,El abuelo,Александр Чудаков,"Чудаков, Александр",,"=""8415509359""","=""9788415509356""",0,4.35,Automática Editorial,Paperback,539,2019,2001,,2023/10/22,to-read,to-read (#1191),to-read,,,,0,0
17878,The Village of Stepanchikovo,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Fyodor Dostoyevsky, Ignat Avsey","=""0140446583""","=""9780140446586""",0,3.85,Penguin Book Limited,Paperback,224,2001,1859,,2023/10/22,to-read,to-read (#1190),to-read,,,,0,0
805630,Yama: The Pit,Aleksandr Kuprin,"Kuprin, Aleksandr",,"=""1426416334""","=""9781426416330""",0,4.40,BiblioBazaar,Paperback,356,2006,1909,,2023/10/22,to-read,to-read (#1189),to-read,,,,0,0
162259,The Petty Demon,Fyodor Sologub,"Sologub, Fyodor",Murl Barker,"=""0882338080""","=""9780882338088""",0,4.02,Ardis Publishers,Paperback,352,2009,1905,,2023/10/22,to-read,to-read (#1188),to-read,,,,0,0
226378,A Hero of Our Time,Mikhail Lermontov,"Lermontov, Mikhail",Paul Foote,"=""014044176X""","=""9780140441765""",0,4.11,Penguin Classics,Paperback,185,1966,1839,,2023/10/22,to-read,to-read (#1187),to-read,,,,0,0
132543,The Golovlyov Family,Mikhail Saltykov-Shchedrin,"Saltykov-Shchedrin, Mikhail","Natalie Duddington, Николай Муратов, James  Wood, Михаил Евграфович Салтыков-Щедрин","=""0940322579""","=""9780940322578""",5,4.11,NYRB Classics,Paperback,358,2001,1880,2023/10/22,2023/10/08,favorite-list,favorite-list (#108),read,Incredible! A treasure.,,,1,0
337672,Homo Zapiens,Victor Pelevin,"Pelevin, Victor",Andrew Bromfield,"=""0142001813""","=""9780142001813""",0,3.87,Penguin Publishing Group,Paperback,256,2002,1999,,2023/10/21,to-read,to-read (#1186),to-read,,,,0,0
28463,Home of the Gentry,Ivan Turgenev,"Turgenev, Ivan",Richard Freeborn,"=""0140442243""","=""9780140442243""",0,3.92,Penguin Classics,Paperback,208,1970,1859,,2023/10/21,to-read,to-read (#1185),to-read,,,,0,0
226377,"Childhood, Boyhood, Youth",Leo Tolstoy,"Tolstoy, Leo",Rosemary Edmonds,"=""0140441395""","=""9780140441390""",0,3.90,Penguin Classics / Penguin Books,Paperback,320,1981,1886,,2023/10/21,to-read,to-read (#1184),to-read,,,,0,0
770345,Poor Liza,Nikolay Karamzin,"Karamzin, Nikolay",W. Harrison,"=""1853992925""","=""9781853992926""",0,3.42,Bristol Classical Press,Paperback,80,1998,1792,,2023/10/21,to-read,to-read (#1183),to-read,,,,0,0
117896,Moscow to the End of the Line,Venedikt Erofeev,"Erofeev, Venedikt",H.W. Tjalsma,"=""0810112000""","=""9780810112001""",0,4.03,Northwestern University Press,Paperback,164,1992,1969,,2023/10/21,to-read,to-read (#1182),to-read,,,,0,0
28800253,We That Are Young,Preti Taneja,"Taneja, Preti",,"=""1910296783""","=""9781910296783""",0,3.47,Galley Beggar Press ,Paperback,553,2017,2017,,2023/10/21,to-read,to-read (#1181),to-read,,,,0,0
28579116,Laurus,Eugene Vodolazkin,"Vodolazkin, Eugene",Lisa Hayden,"=""178074871X""","=""9781780748719""",0,4.22,Oneworld Publications,Paperback,362,2016,2012,,2023/10/21,to-read,to-read (#1180),to-read,,,,0,0
75500179,The Caretaker,Ron Rash,"Rash, Ron",,"=""0385544278""","=""9780385544276""",0,4.17,Doubleday,Hardcover,252,2023,2023,,2023/10/18,to-read,to-read (#1179),to-read,,,,0,0
531989,Drown,Junot Díaz,"Díaz, Junot",,"=""1573226068""","=""9781573226066""",3,4.01,Riverhead Trade,Paperback,208,1997,1995,2023/10/18,2009/11/13,,,read,,,,1,0
49583709,Lady Chatterley's Lover,D.H. Lawrence,"Lawrence, D.H.","Doris Lessing, Paul Poplawski","=""014303961X""","=""9780143039617""",0,3.50,Penguin Classics,Paperback,400,2019,1928,,2009/10/30,to-read,to-read (#95),to-read,,,,0,0
20898227,"Lovely, Dark, Deep",Joyce Carol Oates,"Oates, Joyce Carol",,"=""0062356941""","=""9780062356949""",3,3.62,Ecco,Hardcover,420,2014,2013,2023/10/17,2023/10/08,,,read,"Some wonderful stories, some pretty boring. In my opinion, JCO is a very overrated author, and I don't see myself reading any of her books any time soon. ",,,1,0
238367,"The Sleepwalkers (The Sleepwalkers, #1-3)",Hermann Broch,"Broch, Hermann","Edwin Muir, Willa Muir","=""0679764062""","=""9780679764069""",0,4.09,Vintage,Paperback,656,1996,1931,,2023/10/08,to-read,to-read (#1178),to-read,,,,0,0
968595,Red Pottage,Mary Cholmondeley,"Cholmondeley, Mary",,"=""0860686906""","=""9780860686903""",0,3.83,Virago Modern Classics,Paperback,376,1985,1899,,2023/10/13,to-read,to-read (#1177),to-read,,,,0,0
513275,Jakob von Gunten,Robert Walser,"Walser, Robert",Christopher Middleton,"=""""","=""""",5,3.88,New York Review Books Classics,Paperback,176,1999,1909,2023/10/03,2021/06/23,favorite-list,favorite-list (#107),read,,,,1,0
49008138,A Musical Offering,Luis Sagasti,"Sagasti, Luis",Fionn Petch,"=""1999368452""","=""9781999368456""",4,3.92,Charco Press,Paperback,114,2020,2017,2021/02/27,2021/01/22,favorite-list,favorite-list (#106),read,,,,1,0
45304101,The Great Believers,Rebecca Makkai,"Makkai, Rebecca",,"=""073522353X""","=""9780735223530""",3,4.29,Penguin Books,Paperback,421,2019,2018,,2020/03/29,favorite-list,favorite-list (#105),read,,,El peso del recuerdo en los que se quedan. ,2,0
88387,The Assault,Harry Mulisch,"Mulisch, Harry",Claire Nicolas White,"=""""","=""""",0,3.74,Pantheon,Paperback,185,1986,1982,,2023/10/09,"to-read, get-now","to-read (#1176), get-now (#9)",to-read,,,,0,0
42729329,The Darkness that Divides Us,Renate Dorrestein,"Dorrestein, Renate",Hester Velmens,"=""164286014X""","=""9781642860146""",0,3.58,World Editions,Paperback,331,2019,2003,,2023/10/09,to-read,to-read (#1175),to-read,,,,0,0
177999,Peking Story: The Last Days of Old China,David Kidd,"Kidd, David",John Lanchester,"=""1590170407""","=""9781590170403""",5,4.05,NYRB Classics,Paperback,208,2003,1960,2012/03/14,2012/03/03,favorite-list,favorite-list (#104),read,,,,1,0
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""0143039970""","=""9780143039976""",4,3.92,Penguin Books,Paperback,152,2006,1962,,2010/10/31,favorite-list,favorite-list (#103),read,,,,1,0
17837762,Uzumaki,Junji Ito,"Ito, Junji",Yuji Oniki,"=""1421561328""","=""9781421561325""",4,4.45,VIZ Media,Hardcover,653,2013,2000,2023/10/01,2023/10/01,,,read,,,,1,0
58978299,The Devil Takes You Home,Gabino Iglesias,"Iglesias, Gabino",,"=""0316426911""","=""9780316426916""",3,3.66,Mulholland Books,Hardcover,320,2022,2022,2023/05/06,2023/05/06,,,read,,,,1,0
4548974,Primero estaba el mar,Tomás González,"González, Tomás",,"=""1583480447""","=""9781583480441""",5,3.78,Norma  ,Paperback,208,1998,1983,2021/03/12,2021/03/05,favorite-list,favorite-list (#102),read,,,,1,0
12867,"Wild at Heart (Gifford, Barry)",Barry Gifford,"Gifford, Barry",,"=""080213453X""","=""9780802134530""",4,3.75,Grove Press,Paperback,160,1996,1990,2009/01/27,2009/01/20,favorite-list,favorite-list (#101),read,,,,2,0
33533956,Los peligros de fumar en la cama,Mariana Enriquez,"Enriquez, Mariana",,"=""8433998242""","=""9788433998248""",4,3.80,Anagrama,Paperback,199,2017,2009,2021/07/13,2021/03/30,favorite-list,favorite-list (#100),read,,,,1,0
12233866,What We Talk About When We Talk About Anne Frank,Nathan Englander,"Englander, Nathan",,"=""0307958701""","=""9780307958709""",4,3.74,Knopf,Hardcover,207,2012,2012,2023/09/13,2023/09/13,favorite-list,favorite-list (#99),read,,,,1,0
16331,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,"Christie, Agatha",,"=""1579126251""","=""9781579126254""",4,4.04,Black Dog & Leventhal Publishers,Hardcover,288,2006,1930,2021/06/23,2021/06/17,favorite-list,favorite-list (#98),read,,,,1,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",4,4.25,Small Beer Press,ebook,281,2010,2002,2020/12/30,2020/06/08,favorite-list,favorite-list (#97),read,,,,1,0
58437521,The Candy House,Jennifer Egan,"Egan, Jennifer",,"=""1476716765""","=""9781476716763""",0,3.64,Scribner,Hardcover,352,2022,2022,,2022/10/31,to-read,to-read (#1174),to-read,,,,0,0
3419808,The Secret Scripture (McNulty Family),Sebastian Barry,"Barry, Sebastian",,"=""0571215289""","=""9780571215287""",0,3.84,Faber and Faber,Hardcover,300,2008,2008,,2021/07/19,to-read,to-read (#1173),to-read,,,,0,0
48836769,The New Wilderness,Diane  Cook,"Cook, Diane",,"=""0062333135""","=""9780062333131""",0,3.67,Harper,Hardcover,398,2020,2020,,2020/09/15,to-read,to-read (#1172),to-read,,,,0,0
235773,Waiting,Ha Jin,"Jin, Ha",,"=""0375706410""","=""9780375706417""",3,3.55,Vintage,Paperback,310,2000,1999,2023/09/12,2023/09/09,,,read,,,,1,0
57834285,A Spell of Good Things,Ayọ̀bámi Adébáyọ̀,"Adébáyọ̀, Ayọ̀bámi",,"=""1838856048""","=""9781838856045""",0,3.78,Canongate Books Ltd. ,Hardcover,352,2023,2023,,2023/09/09,to-read,to-read (#1171),to-read,,,,0,0
63045986,In Ascension,Martin MacInnes,"MacInnes, Martin",,"=""1838956247""","=""9781838956240""",0,3.74,Atlantic,Hardcover,496,2023,2024,,2023/09/09,to-read,to-read (#1170),to-read,,,,0,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",0,4.34,Penguin Press,Hardcover,368,2023,2023,,2023/09/09,to-read,to-read (#1169),to-read,,,,0,0
44659275,Smashed: Junji Ito Story Collection,Junji Ito,"Ito, Junji",,"=""197471098X""","=""9781974710980""",3,4.15,VIZ Media: VIZ Signature,Kindle Edition,416,2019,2019,2023/09/08,2023/09/08,,,read,,,,2,0
59808611,If I Survive You,Jonathan Escoffery,"Escoffery, Jonathan",,"=""037460598X""","=""9780374605988""",3,3.68,MCD,Hardcover,260,2022,2022,2023/08/19,2023/03/19,,,read,,,,1,0
74837263,Austral,Carlos  Fonseca,"Fonseca, Carlos",Megan McDowell,"=""1529422620""","=""9781529422627""",0,3.71,MacLehose Press,Kindle Edition,204,2023,2022,,2023/08/09,to-read,to-read (#1168),to-read,,,,0,0
61492525,Affinities,Brian Dillon,"Dillon, Brian",,"=""1804270164""","=""9781804270165""",0,3.89,Fitzcarraldo Editions,Paperback,307,2023,2023,,2023/02/04,to-read,to-read (#1115),to-read,,,,0,0
11711,Vernon God Little,D.B.C. Pierre,"Pierre, D.B.C.",,"=""""","=""""",2,3.61,Faber and Faber,Paperback,279,2004,2003,2023/08/03,2011/07/24,,,read,,,,1,0
46105,Between the Acts,Virginia Woolf,"Woolf, Virginia",,"=""015611870X""","=""9780156118705""",0,3.61,Mariner Books Classics,Paperback,224,1970,1941,,2021/09/19,to-read,to-read (#1063),to-read,,,,0,0
194546,The Bostonians,Henry James,"James, Henry",,"=""0812969960""","=""9780812969962""",0,3.58,Random House Publishing Group,Paperback,460,2003,1886,,2021/11/30,to-read,to-read (#1167),to-read,,,,0,0
971088,The Egoist,George Meredith,"Meredith, George",George Woodcock,"=""0140430342""","=""9780140430349""",0,3.65,Penguin Classics,Paperback,608,1979,1879,,2021/11/30,to-read,to-read (#1165),to-read,,,,0,0
825901,Under the Greenwood Tree,Thomas Hardy,"Hardy, Thomas",Simon Gatrell,"=""0192835173""","=""9780192835178""",0,3.64,Oxford University Press,Paperback,218,1999,1872,,2021/11/30,to-read,to-read (#1166),to-read,,,,0,0
50762025,Free Day,Inès Cagnati,"Cagnati, Inès",Liesl Schillinger,"=""1681373599""","=""9781681373591""",0,3.86,New York Review Books,Kindle Edition,214,2019,1973,,2021/11/30,to-read,to-read (#1164),to-read,,,,0,0
150434,Farewell My Concubine,Lilian Lee,"Lee, Lilian",,"=""0060976446""","=""9780060976446""",3,3.94,Perennial,Paperback,272,1994,1985,2023/07/23,2020/06/03,,,read,,,,1,0
72003,Angels in America,Tony Kushner,"Kushner, Tony",,"=""1559362316""","=""9781559362313""",5,4.30,Theatre Communications Group,Paperback,304,2003,1995,,2011/12/31,favorite-list,favorite-list (#95),read,,,,1,0
16099190,"Love, Dishonor, Marry, Die, Cherish, Perish",David Rakoff,"Rakoff, David",,"=""038553521X""","=""9780385535212""",5,3.93,Doubleday,Hardcover,115,2013,2013,2023/04/28,2023/04/27,favorite-list,favorite-list (#94),read,,,,1,0
6495110,The True Deceiver,Tove Jansson,"Jansson, Tove","Ali Smith, Thomas Teal","=""1590173295""","=""9781590173299""",5,3.81,NYRB Classics,Paperback,181,2009,1982,2021/08/28,2021/03/24,,,read,,,,1,0
922839,Barnaby Rudge,Charles Dickens,"Dickens, Charles",,"=""""","=""""",5,3.82,Wordsworth Editions,Paperback,648,1998,1841,,2012/08/04,favorite-list,favorite-list (#92),read,,,,2,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",5,4.16,Vintage Books,Paperback,559,2004,1992,2023/05/12,2020/02/16,favorite-list,favorite-list (#91),read,,,,1,0
178569,Jane and Prudence,Barbara Pym,"Pym, Barbara",,"=""1559212268""","=""9781559212267""",5,3.86,Moyer Bell,Paperback,222,1999,1953,2021/09/10,2021/09/09,favorite-list,favorite-list (#90),read,,,,1,0
62952130,The Vaster Wilds,Lauren Groff,"Groff, Lauren",,"=""0593418395""","=""9780593418390""",0,3.75,Riverhead Books,Hardcover,256,2023,2023,,2023/07/29,to-read,to-read (#1163),to-read,,,,0,0
61190770,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""0593317335""","=""9780593317334""",0,4.12,Pantheon,Hardcover,367,2023,2023,,2023/07/23,to-read,to-read (#1162),to-read,,,,0,0
43565369,The Topeka School,Ben Lerner,"Lerner, Ben",,"=""0374277788""","=""9780374277789""",4,3.51,"Farrar, Straus and Giroux",Hardcover,282,2019,2019,2023/07/23,2023/05/16,,,read,,,,1,0
43703179,We Are Made Of Diamond Stuff,Isabel Waidner,"Waidner, Isabel",,"=""1999924533""","=""9781999924539""",0,3.59, Dostoyevsky Wannabe,Paperback,113,2019,2019,,2023/07/14,to-read,to-read (#1161),to-read,,,,0,0
63115623,Corey Fah Does Social Mobility,Isabel Waidner,"Waidner, Isabel",,"=""0241632536""","=""9780241632536""",0,3.57,Hamish Hamilton Ltd,Hardcover,160,2023,2023,,2023/07/14,to-read,to-read (#1160),to-read,,,,0,0
57850265,How High We Go in the Dark,Sequoia Nagamatsu,"Nagamatsu, Sequoia",,"=""0063072645""","=""9780063072640""",0,3.82,William Morrow,Hardcover,293,2022,2022,,2023/07/14,to-read,to-read (#1159),to-read,,,,0,0
57246931,The Stars Are Not Yet Bells,Hannah Lillith Assadi,"Assadi, Hannah Lillith",,"=""0593084365""","=""9780593084366""",4,3.34,Riverhead Books,Hardcover,240,2022,2022,2023/07/09,2023/07/09,,,read,,,,1,0
30618546,Sonora,Hannah Lillith Assadi,"Assadi, Hannah Lillith",,"=""1616957921""","=""9781616957926""",0,3.59,Soho Press,Paperback,208,2017,2017,,2023/07/09,to-read,to-read (#1158),to-read,,,,0,0
2530,Baltasar and Blimunda,José Saramago,"Saramago, José",Giovanni Pontiero,"=""0156005204""","=""9780156005203""",0,3.93,Mariner Books,Paperback,346,1998,1982,,2023/07/09,to-read,to-read (#1157),to-read,,,,0,0
61067601,This Other Eden,Paul Harding,"Harding, Paul",,"=""1529152542""","=""9781529152548""",0,3.77,Hutchinson Heinemann,Hardcover,224,2023,2023,,2023/07/09,to-read,to-read (#1156),to-read,,,,0,0
62912749,The House of Doors,Tan Twan Eng,"Eng, Tan Twan",,"=""1838858296""","=""9781838858292""",0,4.10,Canongate,Hardcover,320,2023,2023,,2023/07/05,to-read,to-read (#1155),to-read,,,,0,0
991352,The Complete Short Stories,Muriel Spark,"Spark, Muriel",,"=""0141005971""","=""9780141005973""",0,3.89,"Penguin Books Ltd, Uk",Paperback,455,2002,1958,,2020/02/27,to-read,to-read (#326),to-read,,,,0,0
53308766,Nostalgia (Penguin Modern Classics),Mircea Cărtărescu,"Cărtărescu, Mircea",,"=""0241448913""","=""9780241448915""",0,4.21,Penguin Classics,Paperback,352,2021,1989,,2023/06/28,to-read,to-read (#1154),to-read,,,,0,0
62703158,To Battersea Park,Philip Hensher,"Hensher, Philip",,"=""0008323127""","=""9780008323127""",0,3.03,Fourth Estate,Kindle Edition,295,2023,,,2023/06/28,to-read,to-read (#1153),to-read,,,,0,0
1998957,"The School for Wives; Robert; Genevieve: Or, the Unfinished Confidence (English and French Edition)",André Gide,"Gide, André",,"=""0837604540""","=""9780837604541""",4,3.80,Bentley Publishers,Hardcover,241,1980,,,2009/01/24,,,read,,,,1,0
58730650,Emergency,Daisy Hildyard,"Hildyard, Daisy",,"=""1913097811""","=""9781913097813""",0,3.67,Fitzcarraldo Editions,Paperback,224,2022,,,2023/06/17,to-read,to-read (#1152),to-read,,,,0,0
